"date","description","original_description","amount","transaction_type","category","account_name","labels","notes"
"1/13/2020","Starbucks","STARBUCKS STORE 03281 SEATTLE WA","2.92","debit","Coffee Shops","PREMIER PLUS CKG","",""
"1/11/2020","EB SAM BUSH BAND WITH 801-413-7200 CA","EB SAM BUSH BAND WITH    801-413-7200 CA","44.79","debit","Transfer","Alaska Airlines Visa Signature","",""
"1/10/2020","LYFT *RIDE WED 10PM lyft.com C A 01/09","LYFT   *RIDE WED 10PM lyft.com C","23.00","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"1/10/2020","CAFFE VITA Seattle WA 01/09","SQ *CAFFE VITA Seattle WA","4.63","debit","Coffee Shops","PREMIER PLUS CKG","",""
"1/10/2020","THE LOCAL KIOSK A SDF LOUISVILLE KY","THE LOCAL KIOSK A SDF    LOUISVILLE   KY","3.17","debit","Restaurants","Alaska Airlines Visa Signature","",""
"1/09/2020","UNITED 01615592766 HOUSTON TX 01/08","UNITED      01615592766 HOUSTON","30.00","debit","Air Travel","PREMIER PLUS CKG","",""
"1/09/2020","Prime Video*TY2FH47Q3 888-802-30 80 WA 01/08","Prime Video*TY2FH47Q3 888-802-30","6.59","debit","Entertainment","PREMIER PLUS CKG","",""
"1/09/2020","DEN STEVE'S SNAP DOGS DENVER CO 01/08","DEN STEVE'S SNAP DOGS DENVER CO","25.59","debit","Restaurants","PREMIER PLUS CKG","",""
"1/08/2020","Walgreens","WALGREENS STORE 2755 C NEW ALBAN","20.93","debit","Shopping","PREMIER PLUS CKG","","Prescription"
"1/08/2020","Kolkin Coffee LLC","SQ *KOLKIN COFFEE CO. New Albany","6.50","debit","Coffee Shops","PREMIER PLUS CKG","",""
"1/08/2020","WILD HOPS BREWERY LLC LOUISVILLE KY 01/08","WILD HOPS BREWERY LLC LOUISVILLE","16.10","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/07/2020","BK OF AMER VISA ONLINE payment CKF9 58241099POS WEB ID: 9500000000","BK OF AMER VISA  ONLINE PMT CKF9","761.87","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"1/07/2020","Vimo Prefund Ccd","VIMO INC         PREFUND","2769.00","credit","Income","BUS COMPLETE CHK","",""
"1/06/2020","BA ELECTRONIC PAYMENT","BA ELECTRONIC PAYMENT","761.87","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"1/06/2020","Floyd County Brewing Company L","FLOYD COUNTY BREWING C NEW ALBAN","7.42","debit","Restaurants","PREMIER PLUS CKG","",""
"1/06/2020","LYFT *RIDE FRI 10PM lyft.com C A 01/04","LYFT   *RIDE FRI 10PM lyft.com C","8.00","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"1/06/2020","Target","TARGET T- 1125 Veteran CLARKSVIL","3.26","debit","Shopping","PREMIER PLUS CKG","",""
"1/06/2020","Google","GOOGLE *Google Fi g.co/helppay#","70.95","debit","Mobile Phone","PREMIER PLUS CKG","",""
"1/04/2020","UNITED 0161557942193HOUSTON TX","UNITED      0161557942193HOUSTON      TX","30.00","debit","Air Travel","Alaska Airlines Visa Signature","",""
"1/03/2020","Kroger","KROGER 744 NEW ALBANY IN","6.09","debit","Groceries","PREMIER PLUS CKG","",""
"1/03/2020","GALILEO BARR B22 ORD CHICAGO IL 01/02","GALILEO BARR B22 ORD CHICAGO IL","30.83","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/03/2020","Jimmy John's","JIMMY JOHNS # 691 SEATTLE WA","8.80","debit","Restaurants","PREMIER PLUS CKG","",""
"1/03/2020","Google","GOOGLE *Google Music 855-836-398","8.80","debit","Subscription_Service","PREMIER PLUS CKG","",""
"1/02/2020","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","7.20","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"1/02/2020","PEMCO Insurance","PEMCO INS PYMT   INS.PREM","9.56","debit","Home Insurance","PREMIER PLUS CKG","",""
"1/02/2020","PEMCO Insurance","PEMCO INS PYMT   INS.PREM","169.64","debit","Auto Insurance","PREMIER PLUS CKG","",""
"1/02/2020","Hudson","HUDSON ST 1476 SEATAC WA","3.29","debit","Restaurants","PREMIER PLUS CKG","",""
"12/31/2019","ONLY FANS UK","ONLY FANS                UK","8.99","debit","Amusement","Alaska Airlines Visa Signature","",""
"12/31/2019","FOOD MARKET AT KINGSTO KINGSTON WA 282265 12/31","FOOD MARKET AT KINGSTO KINGSTON","57.84","debit","Groceries","PREMIER PLUS CKG","",""
"12/31/2019","Cash","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"12/31/2019","LAEM BURI SEATTLE WA 12/29","LAEM BURI SEATTLE WA","16.21","debit","Restaurants","PREMIER PLUS CKG","",""
"12/31/2019","Flatstick Pub","FLATSTICK PUB LLC SEATTLE WA","15.59","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/31/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","9.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/30/2019","Blue Cross","EQT*Premera Blue Cross 866-25547","350.80","debit","Health Insurance","PREMIER PLUS CKG","",""
"12/30/2019","CHS GREENWOOD Seattle WA 12/27","SQ *CHS GREENWOOD Seattle WA","23.81","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/30/2019","Amazon","Amazon.com*UQ4533CD3 Amzn.com/bi","18.71","debit","Shopping","PREMIER PLUS CKG","",""
"12/26/2019","CHS GREENWOOD Seattle WA 12/24","SQ *CHS GREENWOOD Seattle WA","23.76","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/26/2019","Lyft","LYFT   *RIDE WED 1AM lyft.com CA","26.00","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"12/26/2019","Cash","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"12/24/2019","Vimo Prefund Ccd","VIMO INC         PREFUND","1911.00","credit","Income","BUS COMPLETE CHK","",""
"12/24/2019","TRADE COFFEE CO DRINKTRADE.CO NY 12/21","TRADE COFFEE CO DRINKTRADE.CO NY","25.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/24/2019","CONOR BYRNE PUB Seattle WA 12/24","SQ *CONOR BYRNE PUB Seattle WA","18.76","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/24/2019","CAFFE VITA Seattle WA 12/23","SQ *CAFFE VITA Seattle WA","8.53","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/24/2019","Washington Post","PAYPAL           INST XFER  WASH","9.99","debit","Subscription_Service","PREMIER PLUS CKG","",""
"12/23/2019","CHS GREENWOOD Seattle WA 12/20","SQ *CHS GREENWOOD Seattle WA","17.82","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/23/2019","CHS GREENWOOD Seattle WA 12/22","SQ *CHS GREENWOOD Seattle WA","15.17","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/23/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","11.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/23/2019","CAFFE VITA Seattle WA 12/20","SQ *CAFFE VITA Seattle WA","6.95","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/23/2019","TST* RED STAR TACO BAR SEATTLE W A 12/23","TST* RED STAR TACO BAR SEATTLE W","18.18","debit","Restaurants","PREMIER PLUS CKG","",""
"12/23/2019","TST* ASLAN BREWING CO. SEATTLE W A 12/23","TST* ASLAN BREWING CO. SEATTLE W","14.72","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/23/2019","TIMS TAVERN SEATTLE WA 12/22","TIMS TAVERN SEATTLE WA","32.00","debit","Restaurants","PREMIER PLUS CKG","",""
"12/23/2019","FREMONT VINTAGE MALL SEATTLE WA 12/22","FREMONT VINTAGE MALL SEATTLE WA","27.50","debit","Shopping","PREMIER PLUS CKG","",""
"12/23/2019","Fred Meyer","FRED MEYER 0122 SEATTLE WA","23.17","debit","Groceries","PREMIER PLUS CKG","",""
"12/23/2019","Cash","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"12/20/2019","UNITED 0161554792047800-932-2732 TX","UNITED      0161554792047800-932-2732 TX","17.00","debit","Air Travel","Alaska Airlines Visa Signature","",""
"12/20/2019","UNITED 0161554792045800-932-2732 TX","UNITED      0161554792045800-932-2732 TX","12.00","debit","Air Travel","Alaska Airlines Visa Signature","",""
"12/20/2019","UNITED 0161554792046800-932-2732 TX","UNITED      0161554792046800-932-2732 TX","13.00","debit","Air Travel","Alaska Airlines Visa Signature","",""
"12/20/2019","UNITED 0162486822508800-932-2732 TX","UNITED      0162486822508800-932-2732 TX","386.00","debit","Air Travel","Alaska Airlines Visa Signature","",""
"12/20/2019","UNITED 0161554792048800-932-2732 TX","UNITED      0161554792048800-932-2732 TX","16.00","debit","Air Travel","Alaska Airlines Visa Signature","",""
"12/19/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","20.20","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/18/2019","CONOR BYRNE PUB Seattle WA","SQ *CONOR BYRNE PUB      Seattle      WA","9.88","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"12/17/2019","LAEM BURI SEATTLE WA","LAEM BURI                SEATTLE      WA","16.21","debit","Restaurants","Alaska Airlines Visa Signature","",""
"12/17/2019","OUTLANDER BREWE SEATTLE WA","SQ *OUTLANDER BREWE      SEATTLE      WA","13.75","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"12/17/2019","CROWN HILL GROCERY SEATTLE WA","CROWN HILL GROCERY       SEATTLE      WA","146.00","debit","Groceries","Alaska Airlines Visa Signature","",""
"12/17/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","16.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/17/2019","CenturyLink","CENTURYLINK      AUTO PAY","55.00","debit","Internet","PREMIER PLUS CKG","",""
"12/17/2019","Cash","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"12/16/2019","Netflix","PAYPAL           INST XFER  NETF","14.26","debit","Subscription_Service","PREMIER PLUS CKG","",""
"12/16/2019","Piroshky Piroshky","PIROSHKY PIROSHKY SEATTLE WA","8.05","debit","Restaurants","PREMIER PLUS CKG","",""
"12/16/2019","Blue Cross","EQT*Premera Blue Cross 866-25547","371.51","debit","Health Insurance","PREMIER PLUS CKG","",""
"12/16/2019","FREMONT FOOD MAR SEATTLE WA 12/15","FREMONT FOOD MAR SEATTLE WA","50.67","debit","Restaurants","PREMIER PLUS CKG","",""
"12/16/2019","CHS GREENWOOD Seattle WA 12/13","SQ *CHS GREENWOOD Seattle WA","16.16","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/16/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.18","credit","Interest Income","PREMIER PLUS CKG","",""
"12/16/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","16.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/16/2019","CHEF KING LYNNWOOD WA 12/14","CHEF KING LYNNWOOD WA","23.18","debit","Restaurants","PREMIER PLUS CKG","",""
"12/16/2019","Amazon","AMZN Mktp US*RF85853 Amzn.com/bi","15.40","debit","Shopping","PREMIER PLUS CKG","",""
"12/13/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","17.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/13/2019","TST* RED MILL BURGERS - SEATTLE WA 12/12","TST* RED MILL BURGERS - SEATTLE","11.56","debit","Restaurants","PREMIER PLUS CKG","",""
"12/13/2019","COZY NUT TAVERN SEATTLE WA 12/11","COZY NUT TAVERN SEATTLE WA","17.00","debit","Restaurants","PREMIER PLUS CKG","",""
"12/13/2019","CHS GREENWOOD Seattle WA 12/13","SQ *CHS GREENWOOD Seattle WA","14.98","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/13/2019","Kens Market Inc","KEN'S MARKET #75-1160 SEATTLE WA","23.58","debit","Groceries","PREMIER PLUS CKG","",""
"12/12/2019","CHECK 278","CHECK","1575.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"12/12/2019","CHOCOLATI Seattle WA 12/11","SQ *CHOCOLATI Seattle WA","6.06","debit","Restaurants","PREMIER PLUS CKG","",""
"12/11/2019","Lyft","LYFT   *RIDE TUE 2AM lyft.com CA","14.00","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"12/11/2019","PAESANO'S COFFEE & Seattle W A 12/10","SQ *PAESANO'S COFFEE & Seattle W","4.50","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/10/2019","Dusty Strings Co","DUSTY STRINGS COMPANY SEATTLE WA","16.50","debit","Entertainment","PREMIER PLUS CKG","",""
"12/10/2019","CONOR BYRNE PUB Seattle WA 12/10","SQ *CONOR BYRNE PUB Seattle WA","17.76","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/09/2019","CAROLINES BARBE SEATTLE WA","SQ *CAROLINES BARBE      SEATTLE      WA","48.00","debit","Hair","Alaska Airlines Visa Signature","",""
"12/09/2019","FREMONT VINTAGE MALL SEATTLE WA","FREMONT VINTAGE MALL     SEATTLE      WA","45.04","debit","Shopping","Alaska Airlines Visa Signature","",""
"12/09/2019","Fred Meyer","FRED MEYER 0122 SEATTLE WA","18.41","debit","Groceries","PREMIER PLUS CKG","",""
"12/09/2019","BK OF AMER VISA ONLINE payment CKF9 58241099POS WEB ID: 9500000000","BK OF AMER VISA  ONLINE PMT CKF9","795.82","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"12/09/2019","OUTLANDER BREWERY A Seattle WA 12/09","SQ *OUTLANDER BREWERY A Seattle","24.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/09/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","16.25","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/09/2019","Google","GOOGLE *Google Fi g.co/helppay#","99.78","debit","Mobile Phone","PREMIER PLUS CKG","",""
"12/09/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","22.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/09/2019","HUMMUS CAFE SEATTLE WA 12/07","HUMMUS CAFE SEATTLE WA","14.98","debit","Restaurants","PREMIER PLUS CKG","",""
"12/09/2019","USPS","USPS PO 54761300 8306 SEATTLE WA","14.20","debit","Home Services","PREMIER PLUS CKG","",""
"12/09/2019","Cash","ATM WITHDRAWAL","140.00","debit","Entertainment","PREMIER PLUS CKG","",""
"12/09/2019","ATM CHECK DEPOSIT 12/07 8500 GRE ENWOOD AVE N SEATTLE WA","ATM CHECK DEPOSIT 12/07 8500 GRE","535.00","credit","Income","BUS COMPLETE CHK","",""
"12/07/2019","BA ELECTRONIC PAYMENT","BA ELECTRONIC PAYMENT","795.82","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"12/05/2019","Starbucks","STARBUCKS STORE 07941 SEATTLE WA","2.92","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/04/2019","CAFFE VITA Seattle WA 12/03","SQ *CAFFE VITA Seattle WA","4.95","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/04/2019","CHS GREENWOOD Seattle WA 12/04","SQ *CHS GREENWOOD Seattle WA","12.59","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/04/2019","PAESANO'S COFFEE & Seattle W A 12/03","SQ *PAESANO'S COFFEE & Seattle W","4.50","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/04/2019","Google","GOOGLE*GOOGLE MUSIC INTERNET CA","8.80","debit","Subscription_Service","PREMIER PLUS CKG","",""
"12/04/2019","Vimo Prefund Ccd","VIMO INC         PREFUND","2184.00","credit","Income","BUS COMPLETE CHK","",""
"12/03/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","16.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/03/2019","THE DRAY SEATTLE WA 12/01","THE DRAY SEATTLE WA","23.27","debit","Restaurants","PREMIER PLUS CKG","",""
"12/03/2019","SECOND BASE SEATTLE WA 11/30","SECOND BASE SEATTLE WA","49.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/03/2019","Amazon","Amazon.com*BJ0UO74X3 Amzn.com/bi","44.71","debit","Shopping","PREMIER PLUS CKG","",""
"12/03/2019","PAESANO'S COFFEE & Seattle W A 12/03","SQ *PAESANO'S COFFEE & Seattle W","9.35","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/03/2019","The Dane","SQ *THE DANE Seattle WA","4.48","debit","Coffee Shops","PREMIER PLUS CKG","",""
"12/03/2019","PEMCO Insurance","PEMCO INS PYMT   INS.PREM","169.64","debit","Auto Insurance","PREMIER PLUS CKG","",""
"12/03/2019","PEMCO Insurance","PEMCO INS PYMT   INS.PREM","9.56","debit","Home Insurance","PREMIER PLUS CKG","",""
"12/03/2019","Fred Meyer","FRED MEYER 0122 SEATTLE WA","22.44","debit","Groceries","PREMIER PLUS CKG","",""
"12/02/2019","ONLY FANS UK","ONLY FANS                UK","3.15","debit","Amusement","Alaska Airlines Visa Signature","",""
"12/02/2019","ONLY FANS UK","ONLY FANS                UK","3.00","debit","Amusement","Alaska Airlines Visa Signature","",""
"12/02/2019","Fred Meyer","FRED MEYER 0122 SEATTLE WA","13.47","debit","Groceries","PREMIER PLUS CKG","",""
"12/02/2019","Cash","ATM WITHDRAWAL","100.00","debit","Entertainment","PREMIER PLUS CKG","",""
"12/02/2019","CHS GREENWOOD Seattle WA 11/30","SQ *CHS GREENWOOD Seattle WA","15.28","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/02/2019","Ravenna Brewing Company","SQ *RAVENNA BREWING CO Seattle W","6.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/02/2019","OUTLANDER BREWERY A Seattle WA 12/02","SQ *OUTLANDER BREWERY A Seattle","15.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/02/2019","Goodwill Industries","GOODWILL BALLARD - DIR SEATTLE W","7.00","debit","Shopping","PREMIER PLUS CKG","",""
"12/02/2019","Burke-Gilman Brewing Company","SQ *BURKE-GILMAN BREWIN SEATTLE","7.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"12/02/2019","Road Runner Sports","ROAD RUNNER SPORTS-102 SEATTLE W","24.76","debit","Shopping","PREMIER PLUS CKG","",""
"12/02/2019","QFC","QFC 5807 SEATTLE WA","8.80","debit","Groceries","PREMIER PLUS CKG","",""
"11/30/2019","ONLY FANS UK","ONLY FANS                UK              ","4.54","debit","Amusement","Alaska Airlines Visa Signature","",""
"11/30/2019","Central Coop","CENTRAL COOP - NCG       SEATTLE      WA ","28.96","debit","Groceries","Alaska Airlines Visa Signature","",""
"11/29/2019","QFC","QFC 5804 SEATTLE WA","23.10","debit","Groceries","PREMIER PLUS CKG","",""
"11/29/2019","Cash","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"11/29/2019","DRAFT PUNK BOTTLE SHOP SEATTLE W A 11/28","DRAFT PUNK BOTTLE SHOP SEATTLE W","30.61","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/29/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","18.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/27/2019","TST* TAKI S MAD GREEK SEATTLE WA 11/27","TST* TAKI S MAD GREEK SEATTLE WA","19.96","debit","Restaurants","PREMIER PLUS CKG","",""
"11/27/2019","CAFFE VITA SEATTLE WA 11/26","SQ *CAFFE VITA SEATTLE WA","7.98","debit","Coffee Shops","PREMIER PLUS CKG","",""
"11/26/2019","Washington Post","PAYPAL           INST XFER  WASH","9.99","debit","Subscription_Service","PREMIER PLUS CKG","",""
"11/26/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","7.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/26/2019","Ballard Beer Company LLC","BALLARD BEER COMPANY LL SEATTLE","7.00","debit","Restaurants","PREMIER PLUS CKG","",""
"11/26/2019","CONOR BYRNE PUB SEATTLE WA 11/26","SQ *CONOR BYRNE PUB SEATTLE WA","11.88","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/26/2019","TRADE COFFEE CO DRINKTRADE.CO NY 11/26","TRADE COFFEE CO DRINKTRADE.CO NY","25.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"11/25/2019","Airbnb","AIRBNB  HMAKSQZNTT       AIRBNB.COM   CA ","246.05","debit","Hotel","Alaska Airlines Visa Signature","",""
"11/25/2019","OUTLANDER BREWE SEATTLE WA 11/25","SQ *OUTLANDER BREWE SEATTLE WA","13.80","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/25/2019","Lyft","LYFT   *RIDE SAT 2AM lyft.com CA","16.00","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"11/25/2019","CHS GREENWOOD SEATTLE WA 11/24","SQ *CHS GREENWOOD SEATTLE WA","12.76","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/25/2019","THE DRAY SEATTLE WA 11/23","THE DRAY SEATTLE WA","15.21","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/25/2019","CHS GREENWOOD SEATTLE WA 11/22","SQ *CHS GREENWOOD SEATTLE WA","21.66","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/25/2019","Amazon","Amazon.com*UA2QY3223 Amzn.com/bi","2.86","debit","Shopping","PREMIER PLUS CKG","",""
"11/22/2019","Cash","ATM WITHDRAWAL","60.00","debit","Entertainment","PREMIER PLUS CKG","",""
"11/22/2019","Goodwill Industries","GOODWILL BALLARD - DIR SEATTLE W","31.33","debit","Shopping","PREMIER PLUS CKG","",""
"11/22/2019","Amazon","Amazon.com*2X5663II3 Amzn.com/bi","17.60","debit","Shopping","PREMIER PLUS CKG","",""
"11/21/2019","CHS GREENWOOD SEATTLE WA 11/20","SQ *CHS GREENWOOD SEATTLE WA","9.01","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/21/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","6.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/21/2019","Blue Cross","EQT*Premera Blue Cross 866-25547","371.51","debit","Health Insurance","PREMIER PLUS CKG","",""
"11/20/2019","TCKTWEB*WARRENGHARDIN 800-965-48 27 CA 11/20","TCKTWEB*WARRENGHARDIN 800-965-48","17.75","debit","Entertainment","PREMIER PLUS CKG","",""
"11/20/2019","CAFFE VITA SEATTLE WA 11/19","SQ *CAFFE VITA SEATTLE WA","5.40","debit","Coffee Shops","PREMIER PLUS CKG","",""
"11/19/2019","CROWN HILL GROCERY SEATTLE WA","CROWN HILL GROCERY       SEATTLE      WA","116.37","debit","Groceries","Alaska Airlines Visa Signature","",""
"11/19/2019","SEATTLEUTILTIES WEB_PAY 2132 4925110619 WEB ID: 1916001275","SEATTLEUTILTIES  WEB_PAY    2132","89.25","debit","Utilities","PREMIER PLUS CKG","",""
"11/19/2019","Flying Bike","FLYING BIKE COOPERATIVE SEATTLE","7.08","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/19/2019","CONOR BYRNE PUB SEATTLE WA 11/19","SQ *CONOR BYRNE PUB SEATTLE WA","17.76","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/18/2019","HA SEATTLE WA 11/14","HA SEATTLE WA","76.46","debit","Restaurants","PREMIER PLUS CKG","",""
"11/18/2019","CHS GREENWOOD Seattle WA 11/16","SQ *CHS GREENWOOD Seattle WA","18.90","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"11/18/2019","Newsstand Wa","Newsstand 866-321-8851 WA","0.92","credit","Income","PREMIER PLUS CKG","",""
"11/18/2019","Netflix","PAYPAL           INST XFER  NETF","14.26","debit","Subscription_Service","PREMIER PLUS CKG","",""
"11/18/2019","CenturyLink","CENTURYLINK      AUTO PAY","55.00","debit","Internet","PREMIER PLUS CKG","",""
"11/18/2019","INTEREST PAYMENT","INTEREST PAYMENT","0.25","credit","Interest Income","PREMIER PLUS CKG","",""
"11/18/2019","OSKARS PIZZA SEATTLE WA 534270 11/17","OSKARS PIZZA SEATTLE WA","10.76","debit","Restaurants","PREMIER PLUS CKG","",""
"11/18/2019","Vimo Prefund Ccd","VIMO INC         PREFUND","1794.00","credit","Income","BUS COMPLETE CHK","",""
"11/18/2019","Hats","SQ *BYRNIE UTZ HATS      MARYSVILLE   WA","203.13","debit","Shopping","Alaska Airlines Visa Signature","","Byrne Utz Sale"
"11/18/2019","IMP*PAYPARKINGNOTICE 888-991-7275 WA","IMP*PAYPARKINGNOTICE     888-991-7275 WA","52.00","debit","Parking","Alaska Airlines Visa Signature","",""
